"date","spread","selic","pib_mensal","inad","igp","ihh"
2014-06-01,3.22246936037833,2.3887627892351,13.0505016804843,1.49514876603197,-7.34529640129208,1612
2014-07-01,3.23907053215372,2.3887627892351,13.1027031759651,1.51732262352629,-6.40799161672404,1612
2014-08-01,3.23907053215372,2.3887627892351,13.0937237505916,1.52605630349505,0.759292181455451,1612
2014-09-01,3.21767510429168,2.3887627892351,13.0939320093699,1.52169899812609,0.220405825717207,1617
2014-10-01,3.25462899457402,2.39059597031676,13.1279135466803,1.52822785700856,7.36194911455827,1617
2014-11-01,3.2511493854185,2.41143949790613,13.1184539455242,1.49290409617815,14.5673647683823,1617
2014-12-01,3.21285775254264,2.44927947214485,13.1377600381596,1.46093790411566,4.70814232695997,1628
2015-01-01,3.29249796473881,2.46979301197795,13.0838229448077,1.48387468945875,8.3272970665486,1628
2015-02-01,3.33041719960111,2.49732916978656,13.0540768278419,1.48613969608961,6.61147596850074,1628
2015-03-01,3.3221541743217,2.53210825127229,13.1396475419161,1.47704872438835,15.5646354375019,1624
2015-04-01,3.36487911898804,2.54002594900908,13.1093510835233,1.51951320490611,11.5596488779083,1624
2015-05-01,3.3881121421135,2.57642175862377,13.104680553736,1.54329810992956,4.94454582485504,1624
2015-06-01,3.41147769106971,2.60859812213055,13.1128769229439,1.52388002407245,8.50423625874528,1647
2015-07-01,3.44169932497149,2.61666563930036,13.1443502840911,1.56234630490025,7.21870577577441,1647
2015-08-01,3.45473814859019,2.64971462408925,13.1247453382817,1.59127394180643,4.92396556616905,1647
2015-09-01,3.44967003511293,2.64971462408925,13.1140787544891,1.59330853050422,18.4841305849385,1589
2015-10-01,3.48553853009591,2.64971462408925,13.1574538420428,1.61342993370364,23.2641357790079,1589
2015-11-01,3.50585765220559,2.64971462408925,13.1470920869042,1.65249740189455,15.3183013675309,1589
2015-12-01,3.45442214289945,2.64971462408925,13.1622911482257,1.66392609771817,5.43923619519082,1624
2016-01-01,3.53281026846405,2.64971462408925,13.1009626057555,1.69377906086785,20.0168853492424,1624
2016-02-01,3.57794789340665,2.64971462408925,13.1053954325967,1.69927861643389,9.8947942052346,1624
2016-03-01,3.6133473915015,2.64971462408925,13.1584011457436,1.70656462316482,5.30239099501644,1648
2016-04-01,3.65687265797885,2.64971462408925,13.1415530717975,1.73165554515835,4.46149974084822,1648
2016-05-01,3.66867674679642,2.64971462408925,13.1483334176389,1.7561322915849,14.459921996055,1648
2016-06-01,3.66586667980486,2.64971462408925,13.1907064644938,1.7263316639056,21.4700276265392,1742
2016-07-01,3.68637632389582,2.64971462408925,13.1851505533318,1.7404661748405,-4.56174010968963,1742
2016-08-01,3.69833461288469,2.64971462408925,13.187091380589,1.7509374747078,5.33509782054165,1742
2016-09-01,3.71284009155878,2.64971462408925,13.1440103812233,1.75440368268429,0.384511023609013,1715
2016-10-01,3.73624002547377,2.64262239577975,13.1719044976309,1.7561322915849,1.5927008740245,1715
2016-11-01,3.72906124374677,2.63188884013665,13.2009517973447,1.74745921033147,0.646138338215008,1715
2016-12-01,3.6848714327164,2.61373952163097,13.2474048070692,1.7281094421516,10.4415626810591,1742
2017-01-01,3.73026129189271,2.57794151575519,13.1746174401062,1.73518911773966,5.31267969387728,1742
2017-02-01,3.74573226570672,2.55100645149252,13.1502057559769,1.71739505393919,0.75720815196032,1742
2017-03-01,3.73313554536847,2.49732916978656,13.2041188328722,1.74396880539171,-4.4390530419437,1741
2017-04-01,3.66253547877433,2.45014265735166,13.1681305005959,1.74571553072665,-13.9341129724377,1741
2017-05-01,3.62060061336064,2.41143949790613,13.2129506034185,1.78170913337455,-5.97837013991186,1741
2017-06-01,3.58933532377755,2.3174737054878,13.2283820164514,1.71199450075919,-10.9403632225159,1741
2017-07-01,3.61550198430916,2.30358459332713,13.2294907312838,1.7263316639056,-3.48607281430331,1741
2017-08-01,3.59621576925052,2.21375387928743,13.2262490460097,1.7227665977411,2.90188404354921,1741
2017-09-01,3.54616315191234,2.12226153886276,13.1774250724427,1.68824909285839,7.6836367729924,1751
2017-10-01,3.5567756134806,2.08069076108027,13.2165343631189,1.68454538492091,1.17698059031486,1751
2017-11-01,3.5307625860168,2.00148000021012,13.2459020840287,1.66013102674962,10.0599531280375,1751
2017-12-01,3.45757771509826,1.94591014905531,13.2859530834163,1.59127394180643,9.26754863984329,1741
